osm_key,osm_type,osm_id,name,latitude,longitude,amenity,cuisine,operator,brand,tags_json
node/3048685035,node,3048685035,Misters Bobs,56.9833179,24.1771683,cafe,bistro,,,"{""addr:city"": ""Rīga"", ""addr:country"": ""LV"", ""addr:floor"": ""1"", ""addr:housenumber"": ""76"", ""addr:postcode"": ""LV-1026"", ""addr:street"": ""Čiekurkalna 1. līnija"", ""amenity"": ""cafe"", ""check_date"": ""2026-04-04"", ""check_date:opening_hours"": ""2024-06-27"", ""cuisine"": ""bistro"", ""email"": ""info@mrbobs.lv"", ""level"": ""0"", ""name"": ""Misters Bobs"", ""opening_hours"": ""Mo-Fr 10:00-19:00; Sa,Su off"", ""outdoor_seating"": ""yes"", ""payment:cash"": ""yes"", ""payment:credit_cards"": ""yes"", ""phone"": ""+37127591056"", ""ref:LV:addr"": ""101883351"", ""website"": ""https://bobs.lv/""}"
node/3049653453,node,3049653453,"Pusdienotava ""Jāņoga""",56.932354,24.1813274,restaurant,,,,"{""addr:city"": ""Rīga"", ""addr:country"": ""LV"", ""addr:housenumber"": ""86 k-12"", ""addr:postcode"": ""LV-1073"", ""addr:street"": ""Dārzciema iela"", ""amenity"": ""restaurant"", ""check_date"": ""2024-06-24"", ""indoor_seating"": ""yes"", ""name"": ""Pusdienotava \""Jāņoga\"""", ""outdoor_seating"": ""yes"", ""ref:LV:addr"": ""106747986""}"
node/3059038516,node,3059038516,Caffeine,56.9666315,24.1638857,cafe,coffee_shop,Coffee Inn,,"{""addr:city"": ""Rīga"", ""addr:country"": ""LV"", ""addr:floor"": ""1"", ""addr:housenumber"": ""3"", ""addr:postcode"": ""LV-1084"", ""addr:street"": ""Ieriķu iela"", ""amenity"": ""cafe"", ""check_date"": ""2022-06-25"", ""check_date:opening_hours"": ""2024-05-11"", ""cuisine"": ""coffee_shop"", ""level"": ""0"", ""name"": ""Caffeine"", ""opening_hours"": ""Mo-Su 10:00-21:00"", ""operator"": ""Coffee Inn"", ""outdoor_seating"": ""no"", ""payment:mastercard"": ""yes"", ""payment:visa"": ""yes"", ""phone"": ""+371 20640014"", ""ref:LV:addr"": ""101834790"", ""takeaway"": ""yes"", ""website"": ""http://coffee-inn.lv/"", ""wheelchair"": ""yes""}"
node/3059038517,node,3059038517,bao,56.9666491,24.1640439,restaurant,asian,,,"{""addr:city"": ""Rīga"", ""addr:country"": ""LV"", ""addr:floor"": ""1"", ""addr:housenumber"": ""3"", ""addr:postcode"": ""LV-1084"", ""addr:street"": ""Ieriķu iela"", ""amenity"": ""restaurant"", ""cuisine"": ""asian"", ""level"": ""0"", ""name"": ""bao"", ""opening_hours"": ""Mo-Su 10:00-21:00"", ""ref:LV:addr"": ""101834790""}"
node/3070658888,node,3070658888,Hesburger,56.9655554,24.1170489,fast_food,burger,,Hesburger,"{""addr:city"": ""Rīga"", ""addr:country"": ""LV"", ""addr:housenumber"": ""7"", ""addr:postcode"": ""LV-1013"", ""addr:street"": ""Skanstes iela"", ""air_conditioning"": ""yes"", ""amenity"": ""fast_food"", ""brand"": ""Hesburger"", ""brand:wikidata"": ""Q1276832"", ""check_date"": ""2026-04-03"", ""cuisine"": ""burger"", ""name"": ""Hesburger"", ""opening_hours"": ""Mo-Su,PH 09:00-22:00"", ""ref:LV:addr"": ""101991647"", ""takeaway"": ""yes""}"
node/3137667073,node,3137667073,Pica LuLū,56.9895913,24.2448502,fast_food,pizza,SIA “Later LTD”,Pica Lulū,"{""addr:city"": ""Rīga"", ""addr:country"": ""LV"", ""addr:housenumber"": ""2"", ""addr:postcode"": ""LV-1024"", ""addr:street"": ""Juglas krastmala"", ""amenity"": ""fast_food"", ""brand"": ""Pica Lulū"", ""check_date"": ""2026-02-25"", ""cuisine"": ""pizza"", ""level"": ""1"", ""name"": ""Pica LuLū"", ""opening_hours"": ""Mo-Su 10:00-22:00"", ""operator"": ""SIA “Later LTD”"", ""ref:LV:addr"": ""103060757"", ""takeaway"": ""yes"", ""website"": ""https://www.lulu.lv/""}"
node/3142081948,node,3142081948,Vikbolds,56.9910964,24.1276018,restaurant,,"SIA ""Vikbolds""",,"{""addr:city"": ""Rīga"", ""addr:country"": ""LV"", ""addr:housenumber"": ""23A"", ""addr:postcode"": ""LV-1005"", ""addr:street"": ""Duntes iela"", ""amenity"": ""restaurant"", ""name"": ""Vikbolds"", ""opening_hours"": ""Mo-Fr 09:00-17:00"", ""operator"": ""SIA \""Vikbolds\"""", ""ref:LV:addr"": ""105611810""}"
node/3145513866,node,3145513866,Picas meistars,56.9423044,24.0959464,restaurant,pizza,,,"{""addr:city"": ""Rīga"", ""addr:country"": ""LV"", ""addr:housenumber"": ""11"", ""addr:postcode"": ""LV-1048"", ""addr:street"": ""Kuģu iela"", ""air_conditioning"": ""yes"", ""amenity"": ""restaurant"", ""capacity"": ""25"", ""changing_table"": ""yes"", ""contact:facebook"": ""https://www.facebook.com/picasmeistars/"", ""contact:twitter"": ""https://twitter.com/picasmeistars"", ""cuisine"": ""pizza"", ""diet:vegan"": ""yes"", ""diet:vegetarian"": ""yes"", ""email"": ""picasmeistars@gmail.com"", ""indoor_seating"": ""yes"", ""name"": ""Picas meistars"", ""opening_hours"": ""Mo-Th 11:00-21:30; Fr-Sa 11:00-22:00; Su 11:00-21:30"", ""outdoor_seating"": ""yes"", ""payment:credit_cards"": ""yes"", ""payment:debit_cards"": ""yes"", ""phone"": ""+371 20 491 491"", ""ref:LV:addr"": ""101134032"", ""smoking"": ""outside"", ""toilets"": ""yes"", ""toilets:wheelchair"": ""limited"", ""website"": ""https://www.picasmeistars.lv/riga/"", ""wheelchair"": ""limited""}"
node/3152321155,node,3152321155,Ēdnīca Biķernieki - Mājas virtuve,56.972137,24.1716717,fast_food,,,,"{""addr:city"": ""Rīga"", ""addr:country"": ""LV"", ""addr:housenumber"": ""4"", ""addr:postcode"": ""LV-1039"", ""addr:street"": ""Biķernieku iela"", ""amenity"": ""fast_food"", ""drive_through"": ""no"", ""email"": ""baiba.dragonara@gmail.com"", ""fast_food"": ""cafeteria"", ""name"": ""Ēdnīca Biķernieki - Mājas virtuve"", ""opening_hours"": ""Mo-Fr 11:00-16:00"", ""phone"": ""27783357"", ""ref:LV:addr"": ""101865181"", ""website"": ""https://www.facebook.com/profile.php?id=61579651850214""}"
node/3157668318,node,3157668318,Labas pusdienas,56.9715484,24.1746325,restaurant,,,,"{""addr:city"": ""Rīga"", ""addr:country"": ""LV"", ""addr:housenumber"": ""14"", ""addr:postcode"": ""LV-1039"", ""addr:street"": ""Struktoru iela"", ""amenity"": ""restaurant"", ""name"": ""Labas pusdienas"", ""ref:LV:addr"": ""102001080""}"
node/3158038178,node,3158038178,Wok Street,56.9741013,24.16891,cafe,asian,,,"{""addr:city"": ""Rīga"", ""addr:country"": ""LV"", ""addr:floor"": ""1"", ""addr:housenumber"": ""205"", ""addr:postcode"": ""LV-1039"", ""addr:street"": ""Brīvības gatve"", ""amenity"": ""cafe"", ""check_date"": ""2025-08-22"", ""contact:facebook"": ""wokstreetriga"", ""cuisine"": ""asian"", ""diet:vegan"": ""yes"", ""diet:vegetarian"": ""yes"", ""indoor_seating"": ""yes"", ""level"": ""0"", ""name"": ""Wok Street"", ""opening_hours"": ""Mo-Fr 11:00-20:00"", ""outdoor_seating"": ""no"", ""payment:cash"": ""yes"", ""payment:credit_cards"": ""yes"", ""payment:debit_cards"": ""yes"", ""phone"": ""+37120040205"", ""ref:LV:addr"": ""101126740""}"
node/3162866335,node,3162866335,Kaukāza kebabs,56.9703609,24.1792407,fast_food,kebab,,,"{""addr:city"": ""Rīga"", ""addr:country"": ""LV"", ""addr:housenumber"": ""45"", ""addr:postcode"": ""LV-1039"", ""addr:street"": ""Biķernieku iela"", ""amenity"": ""fast_food"", ""cuisine"": ""kebab"", ""name"": ""Kaukāza kebabs"", ""ref:LV:addr"": ""101865253""}"
node/3172202148,node,3172202148,Neiburgs,56.9485105,24.1056638,restaurant,regional,,,"{""addr:city"": ""Rīga"", ""addr:country"": ""LV"", ""addr:housenumber"": ""25/27"", ""addr:postcode"": ""LV-1050"", ""addr:street"": ""Jauniela"", ""amenity"": ""restaurant"", ""check_date"": ""2024-07-18"", ""cuisine"": ""regional"", ""indoor_seating"": ""yes"", ""name"": ""Neiburgs"", ""opening_hours"": ""Mo 11:00-15:00; Tu-Sa 11:00-23:00"", ""outdoor_seating"": ""yes"", ""phone"": ""+371 67115544"", ""ref:LV:addr"": ""104596566"", ""wheelchair"": ""no""}"
node/3172202159,node,3172202159,DOM,56.9487056,24.1055905,restaurant,,,,"{""addr:city"": ""Rīga"", ""addr:country"": ""LV"", ""addr:housenumber"": ""16"", ""addr:postcode"": ""LV-1050"", ""addr:street"": ""Jauniela"", ""amenity"": ""restaurant"", ""indoor_seating"": ""yes"", ""name"": ""DOM"", ""opening_hours"": ""Mo-Su 12:00-23:00"", ""outdoor_seating"": ""yes"", ""ref:LV:addr"": ""101903031"", ""wheelchair"": ""limited""}"
node/3172202363,node,3172202363,Mākonis,56.9549032,24.1309951,cafe,,,,"{""addr:city"": ""Rīga"", ""addr:country"": ""LV"", ""addr:housenumber"": ""42"", ""addr:postcode"": ""LV-1011"", ""addr:street"": ""Stabu iela"", ""amenity"": ""cafe"", ""check_date"": ""2026-04-19"", ""check_date:opening_hours"": ""2026-04-19"", ""email"": ""sveiks@makonis.eu"", ""internet_access"": ""no"", ""name"": ""Mākonis"", ""office"": ""design"", ""opening_hours"": ""Tu-Th 16:00-23:00, Fr 16:00-01:00, Sa 11:00-01:00, Su 11:00-18:00"", ""payment:cash"": ""yes"", ""payment:credit_cards"": ""yes"", ""payment:debit_cards"": ""yes"", ""phone"": ""+371 29765445"", ""ref:LV:addr"": ""101996488"", ""website"": ""http://www.makonis.eu/"", ""wheelchair"": ""limited""}"
node/3178442165,node,3178442165,Ciemakukulis,56.9510429,24.0653243,cafe,,,,"{""addr:city"": ""Rīga"", ""addr:country"": ""LV"", ""addr:housenumber"": ""19"", ""addr:postcode"": ""LV-1007"", ""addr:street"": ""Kuldīgas iela"", ""amenity"": ""cafe"", ""check_date"": ""2026-01-28"", ""diet:gluten_free"": ""no"", ""indoor_seating"": ""yes"", ""internet_access"": ""wlan"", ""name"": ""Ciemakukulis"", ""opening_hours"": ""Mo-Fr 07:30-20:00; Sa 09:00-18:00; Su 10:00-17:00"", ""outdoor_seating"": ""no"", ""ref:LV:addr"": ""101845988"", ""shop"": ""bakery"", ""takeaway"": ""yes"", ""wheelchair"": ""no""}"
node/3224735699,node,3224735699,,56.9705891,24.1703413,cafe,,,,"{""addr:city"": ""Rīga"", ""addr:country"": ""LV"", ""addr:housenumber"": ""10"", ""addr:postcode"": ""LV-1039"", ""addr:street"": ""Raunas iela"", ""amenity"": ""cafe"", ""ref:LV:addr"": ""101975046""}"
node/3244893574,node,3244893574,Elda,56.9744545,24.166315,cafe,,,,"{""addr:city"": ""Rīga"", ""addr:country"": ""LV"", ""addr:housenumber"": ""2"", ""addr:postcode"": ""LV-1039"", ""addr:street"": ""Ropažu iela"", ""amenity"": ""cafe"", ""name"": ""Elda"", ""ref:LV:addr"": ""101979350""}"
node/3251630407,node,3251630407,Bistro,56.9561725,24.1349145,fast_food,,,,"{""addr:city"": ""Rīga"", ""addr:country"": ""LV"", ""addr:housenumber"": ""32"", ""addr:postcode"": ""LV-1001"", ""addr:street"": ""Matīsa iela"", ""amenity"": ""fast_food"", ""check_date"": ""2025-06-04"", ""indoor_seating"": ""yes"", ""name"": ""Bistro"", ""opening_hours"": ""Mo-Sa 10:00-19:00; Su 11:00-18:00"", ""outdoor_seating"": ""no"", ""ref:LV:addr"": ""101112265""}"
node/3302309185,node,3302309185,Armēņu restorāns,56.9384822,24.2966043,restaurant,armenian,,,"{""addr:city"": ""Ulbroka"", ""addr:country"": ""LV"", ""addr:district"": ""Ropažu novads"", ""addr:housenumber"": ""56"", ""addr:postcode"": ""LV-2130"", ""addr:street"": ""Institūta iela"", ""addr:subdistrict"": ""Stopiņu pagasts"", ""amenity"": ""restaurant"", ""cuisine"": ""armenian"", ""name"": ""Armēņu restorāns"", ""ref:LV:addr"": ""101316350""}"
node/3304009876,node,3304009876,Gan Bei,56.9478113,24.1224431,restaurant,asian,,,"{""addr:city"": ""Rīga"", ""addr:country"": ""LV"", ""addr:floor"": ""3"", ""addr:housenumber"": ""2B"", ""addr:postcode"": ""LV-1050"", ""addr:street"": ""Satekles iela"", ""amenity"": ""restaurant"", ""check_date"": ""2025-06-18"", ""cuisine"": ""asian"", ""diet:vegetarian"": ""yes"", ""level"": ""2"", ""name"": ""Gan Bei"", ""ref:LV:addr"": ""105976038"", ""wheelchair"": ""yes""}"
node/3304009893,node,3304009893,Čili pica,56.9468819,24.1191531,cafe,pizza,,,"{""addr:city"": ""Rīga"", ""addr:country"": ""LV"", ""addr:floor"": ""2"", ""addr:housenumber"": ""2"", ""addr:postcode"": ""LV-1050"", ""addr:street"": ""Stacijas laukums"", ""amenity"": ""cafe"", ""contact:facebook"": ""Cili.Pica"", ""contact:instagram"": ""cilipizzalatvija"", ""cuisine"": ""pizza"", ""level"": ""1"", ""name"": ""Čili pica"", ""opening_hours"": ""Mo-Su 10:00-22:00"", ""phone"": ""+371 26623937"", ""ref:LV:addr"": ""103426698"", ""website"": ""https://cilipizza.lv/"", ""website:menu"": ""https://cilipizza.lv/wp-content/uploads/2025/10/CILI-PIZZA-WEB_2025-bez-akcijas.pdf""}"
node/3313981779,node,3313981779,Tējnīca,56.9573839,24.1156991,cafe,,,,"{""addr:city"": ""Rīga"", ""addr:country"": ""LV"", ""addr:housenumber"": ""43"", ""addr:postcode"": ""LV-1010"", ""addr:street"": ""Dzirnavu iela"", ""amenity"": ""cafe"", ""check_date"": ""2026-03-14"", ""name"": ""Tējnīca"", ""opening_hours"": ""Mo-Su 11:00-18:00"", ""ref:LV:addr"": ""101130476""}"
node/3318762702,node,3318762702,Boniks,56.9776761,24.1719745,cafe,,,,"{""addr:city"": ""Rīga"", ""addr:country"": ""LV"", ""addr:housenumber"": ""22"", ""addr:postcode"": ""LV-1039"", ""addr:street"": ""Ropažu iela"", ""amenity"": ""cafe"", ""check_date"": ""2025-04-13"", ""name"": ""Boniks"", ""ref:LV:addr"": ""101979375""}"
node/3320917266,node,3320917266,Caffeine,56.9498727,24.0829779,cafe,coffee_shop,Coffee Inn,,"{""addr:city"": ""Rīga"", ""addr:country"": ""LV"", ""addr:housenumber"": ""5"", ""addr:postcode"": ""LV-1048"", ""addr:street"": ""Āzenes iela"", ""amenity"": ""cafe"", ""cuisine"": ""coffee_shop"", ""level"": ""1"", ""name"": ""Caffeine"", ""opening_hours"": ""Mo-Su 10:00-21:00"", ""operator"": ""Coffee Inn"", ""outdoor_seating"": ""no"", ""ref:LV:addr"": ""103646941"", ""takeaway"": ""yes"", ""website"": ""https://caffeine.lv""}"
node/3320917272,node,3320917272,Hesburger,56.9497775,24.0827133,fast_food,burger,Hesburger,Hesburger,"{""addr:city"": ""Rīga"", ""addr:country"": ""LV"", ""addr:housenumber"": ""5"", ""addr:postcode"": ""LV-1048"", ""addr:street"": ""Āzenes iela"", ""amenity"": ""fast_food"", ""brand"": ""Hesburger"", ""brand:wikidata"": ""Q1276832"", ""brand:wikipedia"": ""en:Hesburger"", ""cuisine"": ""burger"", ""drive_through"": ""no"", ""level"": ""2"", ""name"": ""Hesburger"", ""opening_hours"": ""10:00-21:00"", ""operator"": ""Hesburger"", ""ref:LV:addr"": ""103646941"", ""takeaway"": ""yes""}"
node/3320917276,node,3320917276,KebabsFIX,56.9497243,24.0823247,fast_food,kebab,,,"{""addr:city"": ""Rīga"", ""addr:country"": ""LV"", ""addr:housenumber"": ""5"", ""addr:postcode"": ""LV-1048"", ""addr:street"": ""Āzenes iela"", ""amenity"": ""fast_food"", ""cuisine"": ""kebab"", ""level"": ""2"", ""name"": ""KebabsFIX"", ""opening_hours"": ""10:00-21:00"", ""ref:LV:addr"": ""103646941""}"
node/3320917279,node,3320917279,Pankūkas,56.949762,24.0826003,fast_food,pancake,,,"{""addr:city"": ""Rīga"", ""addr:country"": ""LV"", ""addr:housenumber"": ""5"", ""addr:postcode"": ""LV-1048"", ""addr:street"": ""Āzenes iela"", ""amenity"": ""fast_food"", ""cuisine"": ""pancake"", ""level"": ""2"", ""name"": ""Pankūkas"", ""opening_hours"": ""10:00-21:00"", ""ref:LV:addr"": ""103646941""}"
node/3320917281,node,3320917281,Pipars,56.949792,24.0828438,fast_food,,,,"{""addr:city"": ""Rīga"", ""addr:country"": ""LV"", ""addr:housenumber"": ""5"", ""addr:postcode"": ""LV-1048"", ""addr:street"": ""Āzenes iela"", ""amenity"": ""fast_food"", ""fast_food"": ""cafeteria"", ""level"": ""2"", ""name"": ""Pipars"", ""opening_hours"": ""10:00-21:00"", ""ref:LV:addr"": ""103646941""}"
node/3320917286,node,3320917286,Tikai karotes,56.9497077,24.0822034,fast_food,soup,,,"{""addr:city"": ""Rīga"", ""addr:country"": ""LV"", ""addr:floor"": ""2"", ""addr:housenumber"": ""5"", ""addr:postcode"": ""LV-1048"", ""addr:street"": ""Āzenes iela"", ""amenity"": ""fast_food"", ""check_date"": ""2025-08-21"", ""cuisine"": ""soup"", ""level"": ""1"", ""name"": ""Tikai karotes"", ""opening_hours"": ""10:00-21:00"", ""phone"": ""+37167065654"", ""ref:LV:addr"": ""103646941"", ""website"": ""https://www.karotes.lv/""}"
node/3320917350,node,3320917350,Čili Pica,56.9498627,24.0832708,restaurant,pizza,,,"{""addr:city"": ""Rīga"", ""addr:country"": ""LV"", ""addr:housenumber"": ""5"", ""addr:postcode"": ""LV-1048"", ""addr:street"": ""Āzenes iela"", ""amenity"": ""restaurant"", ""check_date"": ""2025-08-21"", ""contact:facebook"": ""https://www.facebook.com/Cili.Pica/"", ""cuisine"": ""pizza"", ""email"": ""tiamo@tiamo.lv"", ""level"": ""2"", ""name"": ""Čili Pica"", ""opening_hours"": ""Mo-Su 10:00-22:00"", ""outdoor_seating"": ""no"", ""payment:cash"": ""yes"", ""payment:credit_cards"": ""yes"", ""payment:debit_cards"": ""yes"", ""phone"": ""+371 26654451"", ""ref:LV:addr"": ""103646941"", ""website"": ""https://cilipizza.lv/"", ""website:menu"": ""https://cilipizza.lv/wp-content/uploads/2025/10/CILI-PIZZA-WEB_2025-bez-akcijas.pdf""}"
node/3321136767,node,3321136767,Artishok,56.9557312,24.1222604,cafe,italian,,,"{""addr:city"": ""Rīga"", ""addr:country"": ""LV"", ""addr:housenumber"": ""14"", ""addr:postcode"": ""LV-1011"", ""addr:street"": ""Lāčplēša iela"", ""amenity"": ""cafe"", ""cuisine"": ""italian"", ""name"": ""Artishok"", ""ref:LV:addr"": ""101111528""}"
node/3358299790,node,3358299790,Street Pizza,56.9439971,24.080371,fast_food,pizza,,,"{""addr:city"": ""Rīga"", ""addr:country"": ""LV"", ""addr:housenumber"": ""4A"", ""addr:postcode"": ""LV-1048"", ""addr:street"": ""Meža iela"", ""amenity"": ""fast_food"", ""cuisine"": ""pizza"", ""name"": ""Street Pizza"", ""outdoor_seating"": ""yes"", ""ref:LV:addr"": ""101950642""}"
node/3366790044,node,3366790044,Mācību kafejnīca Starpbrīdis,56.9528342,24.1738925,cafe,,,,"{""addr:city"": ""Rīga"", ""addr:country"": ""LV"", ""addr:housenumber"": ""26 k-1"", ""addr:postcode"": ""LV-1035"", ""addr:street"": ""Nīcgales iela"", ""amenity"": ""cafe"", ""name"": ""Mācību kafejnīca Starpbrīdis"", ""opening_hours"": ""Mo-Fr 07:30-19:00; Sa-Su 09:00-17:00"", ""ref:LV:addr"": ""106748922""}"
node/3424521621,node,3424521621,Gustavbeķereja,56.9605122,24.012569,cafe,,,,"{""addr:city"": ""Rīga"", ""addr:country"": ""LV"", ""addr:housenumber"": ""40A"", ""addr:postcode"": ""LV-1069"", ""addr:street"": ""Anniņmuižas bulvāris"", ""amenity"": ""cafe"", ""name"": ""Gustavbeķereja"", ""ref:LV:addr"": ""104419534"", ""takeaway"": ""yes""}"
node/3448457961,node,3448457961,Gardums,56.9828265,24.1638991,cafe,,,,"{""addr:city"": ""Rīga"", ""addr:country"": ""LV"", ""addr:housenumber"": ""9"", ""addr:postcode"": ""LV-1026"", ""addr:street"": ""Čiekurkalna 1. līnija"", ""amenity"": ""cafe"", ""name"": ""Gardums"", ""ref:LV:addr"": ""101828762""}"
node/3481923674,node,3481923674,Ēdnīca Busiņš,56.9722169,24.0646047,fast_food,,,,"{""addr:city"": ""Rīga"", ""addr:country"": ""LV"", ""addr:housenumber"": ""6"", ""addr:postcode"": ""LV-1055"", ""addr:street"": ""Lidoņu iela"", ""amenity"": ""fast_food"", ""fast_food"": ""cafeteria"", ""name"": ""Ēdnīca Busiņš"", ""opening_hours"": ""Mo-Fr 08:30-20:30; Sa,Su off"", ""ref:LV:addr"": ""101926758""}"
node/3488750208,node,3488750208,Street burgers,56.9440135,24.0802239,fast_food,burger,,,"{""addr:city"": ""Rīga"", ""addr:country"": ""LV"", ""addr:housenumber"": ""4A"", ""addr:postcode"": ""LV-1048"", ""addr:street"": ""Meža iela"", ""amenity"": ""fast_food"", ""cuisine"": ""burger"", ""name"": ""Street burgers"", ""opening_hours"": ""Mo-Th 11:00-22:00; Fr-Sa 11:00-23:00; Su 11:00-22:00"", ""ref:LV:addr"": ""101950642"", ""website"": ""https://www.streetburgers.lv/""}"
node/3502592477,node,3502592477,,56.9451906,24.1147185,cafe,,Ad rem,,"{""addr:city"": ""Rīga"", ""addr:country"": ""LV"", ""addr:floor"": ""1"", ""addr:housenumber"": ""1"", ""addr:postcode"": ""LV-1050"", ""addr:street"": ""Prāgas iela"", ""amenity"": ""cafe"", ""description"": ""Kafetērija un uzkodas."", ""description:en"": ""Cafe and snacks."", ""level"": ""0"", ""opening_hours"": ""Mo-Su 07:00-22:00"", ""operator"": ""Ad rem"", ""ref:LV:addr"": ""101968161""}"
node/3502592478,node,3502592478,Kafija • Ātrās uzkodas,56.9450224,24.114903,cafe,,Ad rem,,"{""addr:city"": ""Rīga"", ""addr:country"": ""LV"", ""addr:floor"": ""1"", ""addr:housenumber"": ""1"", ""addr:postcode"": ""LV-1050"", ""addr:street"": ""Prāgas iela"", ""amenity"": ""cafe"", ""level"": ""0"", ""name"": ""Kafija • Ātrās uzkodas"", ""opening_hours"": ""Mo-Fr 07:00-23:00; Sa,Su 07:00-22:00"", ""operator"": ""Ad rem"", ""ref:LV:addr"": ""101968161""}"
node/3520977648,node,3520977648,Resto 65,56.9498461,24.1846072,restaurant,asian;european,,,"{""addr:city"": ""Rīga"", ""addr:country"": ""LV"", ""addr:housenumber"": ""65"", ""addr:postcode"": ""LV-1035"", ""addr:street"": ""Augusta Deglava iela"", ""air_conditioning"": ""yes"", ""amenity"": ""restaurant"", ""check_date"": ""2025-10-25"", ""check_date:smoking"": ""2025-10-25"", ""cuisine"": ""asian;european"", ""indoor_seating"": ""yes"", ""name"": ""Resto 65"", ""opening_hours"": ""10:00-23:00"", ""outdoor_seating"": ""yes"", ""payment:credit_cards"": ""yes"", ""payment:debit_cards"": ""yes"", ""ref:LV:addr"": ""101125232"", ""smoking"": ""no""}"
node/3575097196,node,3575097196,Lido Alus sēta,56.9482411,24.1063981,restaurant,latvian;traditional,,Lido,"{""addr:city"": ""Rīga"", ""addr:country"": ""LV"", ""addr:housenumber"": ""2"", ""addr:postcode"": ""LV-1050"", ""addr:street"": ""Krāmu iela"", ""amenity"": ""restaurant"", ""bar"": ""yes"", ""brand"": ""Lido"", ""brewery"": ""yes"", ""check_date"": ""2025-04-23"", ""cuisine"": ""latvian;traditional"", ""email"": ""alusseta@lido.lv"", ""name"": ""Lido Alus sēta"", ""name:en"": ""Lido Beer Garden"", ""name:lv"": ""Lido Alus sēta"", ""phone"": ""+37129289507"", ""ref:LV:addr"": ""101843453"", ""website"": ""https://www.lido.lv/en/contacts/lido-alus-seta""}"
node/3654578435,node,3654578435,"""Russkij kučer"" traktieris",56.9139604,24.0984716,restaurant,,,,"{""addr:city"": ""Rīga"", ""addr:country"": ""LV"", ""addr:housenumber"": ""16"", ""addr:postcode"": ""LV-1004"", ""addr:street"": ""Saulkalnes iela"", ""amenity"": ""restaurant"", ""name"": ""\""Russkij kučer\"" traktieris"", ""name:lv"": ""\""Russkij kučer\"" traktieris"", ""name:ru"": ""\""Русский кучер\"" трактир"", ""ref:LV:addr"": ""101986428""}"
node/3674501141,node,3674501141,Express Pizza,56.9598823,24.1380111,fast_food,pizza,,,"{""addr:city"": ""Rīga"", ""addr:country"": ""LV"", ""addr:housenumber"": ""77B"", ""addr:postcode"": ""LV-1001"", ""addr:street"": ""Krišjāņa Barona iela"", ""air_conditioning"": ""no"", ""amenity"": ""fast_food"", ""changing_table"": ""no"", ""check_date"": ""2025-10-22"", ""check_date:smoking"": ""2025-10-22"", ""contact:email"": ""info@expresspizza.lv"", ""contact:facebook"": ""https://www.facebook.com/ExpressPizzaLV/"", ""contact:phone"": ""+371 8000 2202"", ""contact:website"": ""https://www.expresspizza.lv"", ""cuisine"": ""pizza"", ""delivery"": ""yes"", ""drive_through"": ""no"", ""indoor_seating"": ""yes"", ""internet_access"": ""no"", ""name"": ""Express Pizza"", ""opening_hours"": ""Mo-Th,Su 11:00-22:00; Fr-Sa 11:00-23:00"", ""outdoor_seating"": ""no"", ""payment:cash"": ""yes"", ""payment:credit_cards"": ""yes"", ""payment:debit_cards"": ""yes"", ""ref:LV:addr"": ""106759043"", ""smoking"": ""no"", ""wheelchair"": ""limited""}"
node/3689213195,node,3689213195,City Souls,57.0008371,24.159756,cafe,,,,"{""addr:city"": ""Rīga"", ""addr:country"": ""LV"", ""addr:housenumber"": ""18"", ""addr:postcode"": ""LV-1014"", ""addr:street"": ""Kokneses prospekts"", ""amenity"": ""cafe"", ""name"": ""City Souls"", ""opening_hours"": ""Mo-Fr 09:00-19:00; Sa 10:00-18:00; Su off"", ""ref:LV:addr"": ""102647281""}"
node/3713323440,node,3713323440,Tapas tapas,56.9463616,24.1140061,restaurant,,,,"{""addr:city"": ""Rīga"", ""addr:country"": ""LV"", ""addr:housenumber"": ""49"", ""addr:postcode"": ""LV-1050"", ""addr:street"": ""Vaļņu iela"", ""amenity"": ""restaurant"", ""check_date"": ""2024-11-25"", ""name"": ""Tapas tapas"", ""phone"": ""+371-67869953"", ""ref:LV:addr"": ""105925176"", ""wheelchair"": ""no""}"
node/3716528266,node,3716528266,Gan Bei,56.954694,24.1203519,restaurant,asian,,,"{""addr:city"": ""Rīga"", ""addr:country"": ""LV"", ""addr:floor"": ""7"", ""addr:housenumber"": ""67"", ""addr:postcode"": ""LV-1011"", ""addr:street"": ""Dzirnavu iela"", ""amenity"": ""restaurant"", ""check_date"": ""2026-04-29"", ""cuisine"": ""asian"", ""level"": ""6"", ""name"": ""Gan Bei"", ""ref:LV:addr"": ""101110622""}"
node/3720374448,node,3720374448,Nirvana,56.9582642,24.1197851,restaurant,,,,"{""addr:city"": ""Rīga"", ""addr:country"": ""LV"", ""addr:housenumber"": ""22"", ""addr:postcode"": ""LV-1010"", ""addr:street"": ""Skolas iela"", ""amenity"": ""restaurant"", ""name"": ""Nirvana"", ""opening_hours"": ""Mo 12:00-17:00; Tu-Sa 12:00-20:00; Su 12:00-18:00"", ""ref:LV:addr"": ""101992054""}"
node/3720374449,node,3720374449,pippa waffles,56.9568138,24.1172697,cafe,,,,"{""addr:city"": ""Rīga"", ""addr:country"": ""LV"", ""addr:housenumber"": ""51"", ""addr:postcode"": ""LV-1010"", ""addr:street"": ""Dzirnavu iela"", ""amenity"": ""cafe"", ""name"": ""pippa waffles"", ""opening_hours"": ""Mo-Fr 09:00-17:00; Sa,Su 09:00-18:00"", ""ref:LV:addr"": ""101130804""}"
