osm_key,osm_type,osm_id,name,latitude,longitude,office,building,operator,brand,addr_street,addr_housenumber,addr_city,source,tags_json
node/4161421002,node,4161421002,Militārā policija,56.9939596,24.1804266,government,,,,Ezermalas iela,8,Rīga,osm_overpass,"{""addr:city"": ""Rīga"", ""addr:country"": ""LV"", ""addr:housenumber"": ""8"", ""addr:postcode"": ""LV-1014"", ""addr:street"": ""Ezermalas iela"", ""name"": ""Militārā policija"", ""office"": ""government"", ""ref:LV:addr"": ""101830726""}"
node/4168181419,node,4168181419,Tele2,56.9504871,24.1873777,telecommunication,,,,Augusta Deglava iela,67,Rīga,osm_overpass,"{""addr:city"": ""Rīga"", ""addr:country"": ""LV"", ""addr:housenumber"": ""67"", ""addr:postcode"": ""LV-1082"", ""addr:street"": ""Augusta Deglava iela"", ""check_date"": ""2025-04-13"", ""contact:email"": ""tele2@tele2.lv"", ""contact:facebook"": ""https://www.facebook.com/tele2latvia"", ""contact:instagram"": ""https://www.instagram.com/tele2latvia/"", ""contact:linkedin"": ""https://www.linkedin.com/company/tele2latvia/"", ""contact:phone"": ""+371 29 560 600"", ""contact:twitter"": ""https://twitter.com/Tele2Latvia"", ""contact:website"": ""https://www.tele2.lv/"", ""contact:youtube"": ""https://www.youtube.com/user/Tele2Latvia"", ""name"": ""Tele2"", ""office"": ""telecommunication"", ""opening_hours"": ""10:00-21:00"", ""ref:LV:addr"": ""101125265"", ""shop"": ""mobile_phone""}"
node/4185611613,node,4185611613,SB Solar,56.9270993,24.0613041,company,,,,Liepājas iela,23,Rīga,osm_overpass,"{""addr:city"": ""Rīga"", ""addr:country"": ""LV"", ""addr:housenumber"": ""23"", ""addr:postcode"": ""LV-1002"", ""addr:street"": ""Liepājas iela"", ""name"": ""SB Solar"", ""office"": ""company"", ""ref:LV:addr"": ""101929667""}"
node/4204940689,node,4204940689,Itas Kozakevičas Latvijas nacionālo kultūras biedrību asociācija,56.9495511,24.0691317,association,,,,Slokas iela,37,Rīga,osm_overpass,"{""addr:city"": ""Rīga"", ""addr:country"": ""LV"", ""addr:housenumber"": ""37"", ""addr:postcode"": ""LV-1048"", ""addr:street"": ""Slokas iela"", ""name"": ""Itas Kozakevičas Latvijas nacionālo kultūras biedrību asociācija"", ""name:en"": ""Ita Kozakeviča Latvia Association of National Culture Societies"", ""name:lv"": ""Itas Kozakevičas Latvijas nacionālo kultūras biedrību asociācija"", ""office"": ""association"", ""ref:LV:addr"": ""101136044""}"
node/4213836123,node,4213836123,Latio,56.9598066,24.1737604,estate_agent,,,,Madonas iela,27,Rīga,osm_overpass,"{""addr:city"": ""Rīga"", ""addr:country"": ""LV"", ""addr:housenumber"": ""27"", ""addr:postcode"": ""LV-1084"", ""addr:street"": ""Madonas iela"", ""check_date"": ""2025-05-08"", ""name"": ""Latio"", ""office"": ""estate_agent"", ""opening_hours"": ""Mo-Fr 09:00-18:00; Sa,Su off"", ""ref:LV:addr"": ""101936182""}"
node/4233681589,node,4233681589,Latvijas investīciju un attīstības aģentūra,56.9519168,24.1240727,government,,,,Pērses iela,2,Rīga,osm_overpass,"{""addr:city"": ""Rīga"", ""addr:country"": ""LV"", ""addr:housenumber"": ""2"", ""addr:postcode"": ""LV-1011"", ""addr:street"": ""Pērses iela"", ""check_date"": ""2025-09-03"", ""name"": ""Latvijas investīciju un attīstības aģentūra"", ""office"": ""government"", ""ref:LV:addr"": ""103715055"", ""wikidata"": ""Q6060824""}"
node/4234142793,node,4234142793,Croworking,56.9573204,24.1472618,coworking,,,,Tallinas iela,77,Rīga,osm_overpass,"{""addr:city"": ""Rīga"", ""addr:country"": ""LV"", ""addr:housenumber"": ""77"", ""addr:postcode"": ""LV-1009"", ""addr:street"": ""Tallinas iela"", ""check_date"": ""2026-04-13"", ""check_date:opening_hours"": ""2026-04-13"", ""internet_access"": ""wlan"", ""name"": ""Croworking"", ""office"": ""coworking"", ""opening_hours"": ""Mo-Fr 09:00-18:00"", ""phone"": ""+37129224413"", ""ref:LV:addr"": ""101123952""}"
node/4239492739,node,4239492739,Aviatest,56.9355173,24.1804622,research,,LNK Group,,Rēzeknes iela,5D,Rīga,osm_overpass,"{""addr:city"": ""Rīga"", ""addr:country"": ""LV"", ""addr:housenumber"": ""5D"", ""addr:postcode"": ""LV-1073"", ""addr:street"": ""Rēzeknes iela"", ""email"": ""office@aviatest.lv"", ""name"": ""Aviatest"", ""name:lv"": ""Aviatest"", ""name:ru"": ""Авиатест"", ""office"": ""research"", ""opening_hours"": ""Tu-Th 08:30-12:00, 12:30-17:00; Mo 08:30-12:00, 12:30-17:30; Fr 08:30-12:00, 12:30-16:30"", ""operator"": ""LNK Group"", ""phone"": ""+37167138301"", ""ref:LV:addr"": ""106846637"", ""website"": ""http://www.aviatest.lv""}"
node/4245064758,node,4245064758,Hromets poligrāfija,56.9591958,24.1516797,company,,,,Vārnu iela,22A,Rīga,osm_overpass,"{""addr:city"": ""Rīga"", ""addr:country"": ""LV"", ""addr:housenumber"": ""22A"", ""addr:postcode"": ""LV-1009"", ""addr:street"": ""Vārnu iela"", ""name"": ""Hromets poligrāfija"", ""office"": ""company"", ""ref:LV:addr"": ""106407576""}"
node/4246253532,node,4246253532,InfoEra,56.9422567,24.066237,educational_institution,,,,Kalnciema iela,40D,Rīga,osm_overpass,"{""addr:city"": ""Rīga"", ""addr:country"": ""LV"", ""addr:housenumber"": ""40D"", ""addr:postcode"": ""LV-1083"", ""addr:street"": ""Kalnciema iela"", ""description"": ""Autodesk oficiālais mācību centrs InfoEra; 3D projektēšanas apmācības"", ""name"": ""InfoEra"", ""office"": ""educational_institution"", ""ref:LV:addr"": ""103592233""}"
node/4256238589,node,4256238589,Rīgas Pārdaugavas izpilddirekcija,56.9362698,24.0767433,government,,,,Eduarda Smiļģa iela,46,Rīga,osm_overpass,"{""addr:city"": ""Rīga"", ""addr:country"": ""LV"", ""addr:housenumber"": ""46"", ""addr:postcode"": ""LV-1002"", ""addr:street"": ""Eduarda Smiļģa iela"", ""government"": ""administrative"", ""name"": ""Rīgas Pārdaugavas izpilddirekcija"", ""office"": ""government"", ""ref:LV:addr"": ""101119341""}"
node/4258679700,node,4258679700,Alfa metāls,56.9802001,24.1226919,company,,,,Sāremas iela,8,Rīga,osm_overpass,"{""addr:city"": ""Rīga"", ""addr:country"": ""LV"", ""addr:housenumber"": ""8"", ""addr:postcode"": ""LV-1005"", ""addr:street"": ""Sāremas iela"", ""name"": ""Alfa metāls"", ""office"": ""company"", ""ref:LV:addr"": ""106651126""}"
node/4274105477,node,4274105477,A. Ābeles inženieru birojs,56.9421688,24.0615629,company,,,,Kalnciema iela,45B,Rīga,osm_overpass,"{""addr:city"": ""Rīga"", ""addr:country"": ""LV"", ""addr:housenumber"": ""45B"", ""addr:postcode"": ""LV-1083"", ""addr:street"": ""Kalnciema iela"", ""check_date"": ""2024-03-22"", ""name"": ""A. Ābeles inženieru birojs"", ""office"": ""company"", ""ref:LV:addr"": ""106597944""}"
node/4275336017,node,4275336017,SIA Riagro,56.9697766,24.0993985,company,,,,Alūksnes iela,5,Rīga,osm_overpass,"{""addr:city"": ""Rīga"", ""addr:country"": ""LV"", ""addr:housenumber"": ""5"", ""addr:postcode"": ""LV-1045"", ""addr:street"": ""Alūksnes iela"", ""name"": ""SIA Riagro"", ""office"": ""company"", ""phone"": ""+371 67394603"", ""ref:LV:addr"": ""101814824"", ""website"": ""http://riagro.lv""}"
node/4275360991,node,4275360991,Apeirons,56.9594861,24.1200182,ngo,,,,Krišjāņa Valdemāra iela,38 k-1,Rīga,osm_overpass,"{""addr:city"": ""Rīga"", ""addr:country"": ""LV"", ""addr:housenumber"": ""38 k-1"", ""addr:postcode"": ""LV-1010"", ""addr:street"": ""Krišjāņa Valdemāra iela"", ""description"": ""Apvienība «Apeirons» ir sabiedriska organizācija, kurā kopā ir gan cilvēki ar invaliditāti, gan viņu draugi"", ""ele"": ""-1"", ""name"": ""Apeirons"", ""office"": ""ngo"", ""phone"": ""+37167299208"", ""ref:LV:addr"": ""105491168"", ""website"": ""https://www.apeirons.lv/"", ""wheelchair"": ""yes""}"
node/4282216835,node,4282216835,SIA Audio AE,56.9568431,24.0712863,company,,,,Ūdens iela,20 k-1,Rīga,osm_overpass,"{""addr:city"": ""Rīga"", ""addr:country"": ""LV"", ""addr:housenumber"": ""20 k-1"", ""addr:postcode"": ""LV-1007"", ""addr:street"": ""Ūdens iela"", ""name"": ""SIA Audio AE"", ""office"": ""company"", ""ref:LV:addr"": ""106611172"", ""website"": ""http://www.audioae.lv""}"
node/4294827473,node,4294827473,Argita Gustafssone,56.9489827,24.0891118,notary,,,,Balasta dambis,15,Rīga,osm_overpass,"{""addr:city"": ""Rīga"", ""addr:country"": ""LV"", ""addr:housenumber"": ""15"", ""addr:postcode"": ""LV-1048"", ""addr:street"": ""Balasta dambis"", ""court"": ""Rīgas apgabaltiesa"", ""description"": ""Zvērināts notārs"", ""email"": ""Argita.Gustafssone@LatvijasNotars.lv"", ""language:lv"": ""yes"", ""language:ru"": ""yes"", ""level"": ""5"", ""name"": ""Argita Gustafssone"", ""office"": ""notary"", ""opening_hours"": ""Mo-Fr 09:00-14:00; Sa-Su off"", ""phone"": ""+371 67210252"", ""ref:LV:addr"": ""101818622"", ""website"": ""https://www.latvijasnotars.lv/argita.gustafssone""}"
node/4295737738,node,4295737738,Šveices vēstniecība,56.9505355,24.1066278,diplomatic,,,,Smilšu iela,8,Rīga,osm_overpass,"{""addr:city"": ""Rīga"", ""addr:country"": ""LV"", ""addr:housenumber"": ""8"", ""addr:postcode"": ""LV-1050"", ""addr:street"": ""Smilšu iela"", ""country"": ""CH"", ""diplomatic"": ""embassy"", ""embassy"": ""yes"", ""name"": ""Šveices vēstniecība"", ""name:de"": ""Schweizerische Botschaft"", ""name:en"": ""Embassy of Switzerland"", ""name:fr"": ""Ambassade de Suisse"", ""name:it"": ""Ambasciata di Svizzera"", ""name:lv"": ""Šveices vēstniecība"", ""name:ru"": ""Посольство Швейцарии"", ""office"": ""diplomatic"", ""phone"": ""+371 67 33 83 51"", ""ref:LV:addr"": ""101994685"", ""target"": ""LV"", ""website"": ""https://www.eda.admin.ch/riga"", ""wikidata"": ""Q101296900""}"
node/4296107291,node,4296107291,Also Cloud Latvia,56.9516936,24.1156889,company,,,,Merķeļa iela,21,Rīga,osm_overpass,"{""addr:city"": ""Rīga"", ""addr:country"": ""LV"", ""addr:housenumber"": ""21"", ""addr:postcode"": ""LV-1050"", ""addr:street"": ""Merķeļa iela"", ""level"": ""3"", ""name"": ""Also Cloud Latvia"", ""office"": ""company"", ""ref:LV:addr"": ""102615286"", ""wheelchair"": ""limited""}"
node/4296814265,node,4296814265,Rīgas pilsētas būvvalde,56.9496166,24.1076175,government,,,,Amatu iela,4,Rīga,osm_overpass,"{""addr:city"": ""Rīga"", ""addr:country"": ""LV"", ""addr:housenumber"": ""4"", ""addr:postcode"": ""LV-1050"", ""addr:street"": ""Amatu iela"", ""email"": ""buvvalde@riga.lv"", ""fixme"": ""is it still here?"", ""government"": ""administrative"", ""name"": ""Rīgas pilsētas būvvalde"", ""name:de"": ""Bauamt der Stadt Riga"", ""name:lv"": ""Rīgas pilsētas būvvalde"", ""office"": ""government"", ""opening_hours"": ""Mo,Th 08:30-18:00; Tu,We 08:30-17:00; Fr 08:30-15:00"", ""phone"": ""+37167105800"", ""ref:LV:addr"": ""101814832"", ""website"": ""https://rpbv.lv/""}"
node/4317226633,node,4317226633,RigaBrain,56.9729804,24.1680444,company,,,,Brīvības gatve,232,Rīga,osm_overpass,"{""addr:city"": ""Rīga"", ""addr:country"": ""LV"", ""addr:door"": ""54"", ""addr:housenumber"": ""232"", ""addr:postcode"": ""LV-1039"", ""addr:street"": ""Brīvības gatve"", ""email"": ""info@RigaBrain.com"", ""level"": ""4"", ""name"": ""RigaBrain"", ""office"": ""company"", ""phone"": ""+37127771821"", ""ref:LV:addr"": ""101128287"", ""website"": ""https://www.rigabrain.com/""}"
node/4320727207,node,4320727207,Tele2,56.9663716,24.1639254,telecommunication,,,,Ieriķu iela,3,Rīga,osm_overpass,"{""addr:city"": ""Rīga"", ""addr:country"": ""LV"", ""addr:floor"": ""1"", ""addr:housenumber"": ""3"", ""addr:postcode"": ""LV-1084"", ""addr:street"": ""Ieriķu iela"", ""contact:email"": ""tele2@tele2.lv"", ""contact:facebook"": ""https://www.facebook.com/tele2latvia"", ""contact:instagram"": ""https://www.instagram.com/tele2latvia/"", ""contact:linkedin"": ""https://www.linkedin.com/company/tele2latvia/"", ""contact:phone"": ""+371 29 560 600"", ""contact:twitter"": ""https://twitter.com/Tele2Latvia"", ""contact:website"": ""https://www.tele2.lv/"", ""contact:youtube"": ""https://www.youtube.com/user/Tele2Latvia"", ""level"": ""0"", ""name"": ""Tele2"", ""office"": ""telecommunication"", ""opening_hours"": ""Mo-Su 10:00-21:00"", ""ref:LV:addr"": ""101834790"", ""shop"": ""mobile_phone""}"
node/4326756163,node,4326756163,SIA Abero,56.9365521,24.1028318,company,,,,Mūkusalas iela,33,Rīga,osm_overpass,"{""addr:city"": ""Rīga"", ""addr:country"": ""LV"", ""addr:housenumber"": ""33"", ""addr:postcode"": ""LV-1004"", ""addr:street"": ""Mūkusalas iela"", ""description"": ""Measurement and laboratory equipment, thermometers and other meters"", ""name"": ""SIA Abero"", ""office"": ""company"", ""opening_hours"": ""Mo-Fr 09:00-17:00"", ""phone"": ""+371 67801078"", ""ref:LV:addr"": ""101955194"", ""website"": ""http://www.abero.lv""}"
node/4335790438,node,4335790438,SIA GaCo,56.9303984,24.0444428,company,,,,Ventspils iela,50 k-5,Rīga,osm_overpass,"{""addr:city"": ""Rīga"", ""addr:country"": ""LV"", ""addr:housenumber"": ""50 k-5"", ""addr:postcode"": ""LV-1002"", ""addr:street"": ""Ventspils iela"", ""name"": ""SIA GaCo"", ""office"": ""company"", ""ref:LV:addr"": ""106570901""}"
node/4375422574,node,4375422574,Baltijas apdrošināšanas nams,56.9606214,24.1144502,insurance,,,,Antonijas iela,23,Rīga,osm_overpass,"{""addr:city"": ""Rīga"", ""addr:country"": ""LV"", ""addr:housenumber"": ""23"", ""addr:postcode"": ""LV-1010"", ""addr:street"": ""Antonijas iela"", ""name"": ""Baltijas apdrošināšanas nams"", ""office"": ""insurance"", ""ref:LV:addr"": ""101124351""}"
node/4459666901,node,4459666901,Lexikon,56.9524804,24.1241036,translation,,,,Krišjāņa Barona iela,32,Rīga,osm_overpass,"{""addr:city"": ""Rīga"", ""addr:country"": ""LV"", ""addr:housenumber"": ""32"", ""addr:postcode"": ""LV-1011"", ""addr:street"": ""Krišjāņa Barona iela"", ""check_date"": ""2026-03-04"", ""name"": ""Lexikon"", ""office"": ""translation"", ""ref:LV:addr"": ""101844270""}"
node/4464459018,node,4464459018,ilifia.com,56.9652027,24.1501223,company,,,,Krišjāņa Barona iela,130 k-9,Rīga,osm_overpass,"{""addr:city"": ""Rīga"", ""addr:country"": ""LV"", ""addr:housenumber"": ""130 k-9"", ""addr:postcode"": ""LV-1012"", ""addr:street"": ""Krišjāņa Barona iela"", ""name"": ""ilifia.com"", ""office"": ""company"", ""phone"": ""+371 22366306"", ""ref:LV:addr"": ""103376116"", ""website"": ""http://www.ilifia.com/""}"
node/4467448194,node,4467448194,Valsts dzelzceļa administrācija,56.9446393,24.1242287,government,,,,Riepnieku iela,2,Rīga,osm_overpass,"{""addr:city"": ""Rīga"", ""addr:country"": ""LV"", ""addr:housenumber"": ""2"", ""addr:postcode"": ""LV-1050"", ""addr:street"": ""Riepnieku iela"", ""name"": ""Valsts dzelzceļa administrācija"", ""office"": ""government"", ""opening_hours"": ""Mo-Fr 08:00-17:00"", ""ref:LV:addr"": ""101977146""}"
node/4467448990,node,4467448990,Viedās administrācijas un reģionālās attīstības ministrija,56.9459618,24.1070091,government,,,,Peldu iela,25,Rīga,osm_overpass,"{""addr:city"": ""Rīga"", ""addr:country"": ""LV"", ""addr:housenumber"": ""25"", ""addr:postcode"": ""LV-1050"", ""addr:street"": ""Peldu iela"", ""name"": ""Viedās administrācijas un reģionālās attīstības ministrija"", ""office"": ""government"", ""opening_hours"": ""Mo-Fr 08:00-17:00"", ""ref:LV:addr"": ""101964082"", ""website"": ""https://www.varam.gov.lv/"", ""wikidata"": ""Q16361585""}"
node/4467473291,node,4467473291,Valsts dzelzceļa tehniskā inspekcija,56.9447289,24.124212,government,,,,Riepnieku iela,2,Rīga,osm_overpass,"{""addr:city"": ""Rīga"", ""addr:country"": ""LV"", ""addr:housenumber"": ""2"", ""addr:postcode"": ""LV-1050"", ""addr:street"": ""Riepnieku iela"", ""name"": ""Valsts dzelzceļa tehniskā inspekcija"", ""office"": ""government"", ""opening_hours"": ""Mo-Fr 08:00-17:00"", ""ref:LV:addr"": ""101977146"", ""website"": ""https://www.vdzti.gov.lv/""}"
node/4467488889,node,4467488889,Tiesu administrācija,56.9508566,24.1025314,government,,,,Pils laukums,4,Rīga,osm_overpass,"{""addr:city"": ""Rīga"", ""addr:country"": ""LV"", ""addr:housenumber"": ""4"", ""addr:postcode"": ""LV-1050"", ""addr:street"": ""Pils laukums"", ""name"": ""Tiesu administrācija"", ""office"": ""government"", ""opening_hours"": ""Mo-Fr 08:00-17:00"", ""ref:LV:addr"": ""102615897"", ""website"": ""https://www.jpa.gov.lv/""}"
node/4482225190,node,4482225190,Aizsardzības ministrija,56.9566155,24.114412,government,,,,Krišjāņa Valdemāra iela,10/12,Rīga,osm_overpass,"{""addr:city"": ""Rīga"", ""addr:country"": ""LV"", ""addr:housenumber"": ""10/12"", ""addr:postcode"": ""LV-1010"", ""addr:street"": ""Krišjāņa Valdemāra iela"", ""check_date"": ""2024-12-21"", ""government"": ""ministry"", ""name"": ""Aizsardzības ministrija"", ""name:de"": ""Verteidigungsministerium"", ""name:en"": ""Ministry of Defence"", ""name:lv"": ""Aizsardzības ministrija"", ""office"": ""government"", ""opening_hours"": ""Mo-Fr 08:00-17:00"", ""ref:LV:addr"": ""101844680""}"
node/4502686189,node,4502686189,Ārlietu ministrija,56.9545498,24.1074371,government,,,,Krišjāņa Valdemāra iela,3,Rīga,osm_overpass,"{""addr:city"": ""Rīga"", ""addr:country"": ""LV"", ""addr:housenumber"": ""3"", ""addr:postcode"": ""LV-1010"", ""addr:street"": ""Krišjāņa Valdemāra iela"", ""name"": ""Ārlietu ministrija"", ""name:en"": ""MFA"", ""name:lv"": ""Ārlietu ministrija"", ""name:ru"": ""МИД"", ""office"": ""government"", ""opening_hours"": ""Mo-Fr 08:00-17:00"", ""ref:LV:addr"": ""101139966"", ""website"": ""https://www.mfa.gov.lv/"", ""wikidata"": ""Q285178""}"
node/4510100704,node,4510100704,Tehlat,56.9679935,24.161702,company,,,,Bērzaunes iela,13A,Rīga,osm_overpass,"{""addr:city"": ""Rīga"", ""addr:country"": ""LV"", ""addr:housenumber"": ""13A"", ""addr:postcode"": ""LV-1039"", ""addr:street"": ""Bērzaunes iela"", ""name"": ""Tehlat"", ""office"": ""company"", ""ref:LV:addr"": ""103795495""}"
node/4559699752,node,4559699752,Visma Labs,56.9763401,24.1320004,company,,,,Skanstes iela,52,Rīga,osm_overpass,"{""addr:city"": ""Rīga"", ""addr:country"": ""LV"", ""addr:housenumber"": ""52"", ""addr:postcode"": ""LV-1013"", ""addr:street"": ""Skanstes iela"", ""level"": ""3"", ""name"": ""Visma Labs"", ""office"": ""company"", ""opening_hours"": ""Mo-Fr 09:00-18:00"", ""ref:LV:addr"": ""106225981""}"
node/4608397389,node,4608397389,LMT,56.9572544,24.1226673,telecommunication,,,,Ģertrūdes iela,12,Rīga,osm_overpass,"{""addr:city"": ""Rīga"", ""addr:country"": ""LV"", ""addr:housenumber"": ""12"", ""addr:postcode"": ""LV-1010"", ""addr:street"": ""Ģertrūdes iela"", ""check_date"": ""2026-01-12"", ""check_date:opening_hours"": ""2026-01-12"", ""name"": ""LMT"", ""office"": ""telecommunication"", ""opening_hours"": ""Mo-Fr 09:00-19:00"", ""ref:LV:addr"": ""106530015""}"
node/4654554389,node,4654554389,meduza,56.958358,24.1199845,yes,,,,Skolas iela,24,Rīga,osm_overpass,"{""addr:city"": ""Rīga"", ""addr:country"": ""LV"", ""addr:housenumber"": ""24"", ""addr:postcode"": ""LV-1010"", ""addr:street"": ""Skolas iela"", ""name"": ""meduza"", ""office"": ""yes"", ""ref:LV:addr"": ""101992070"", ""website"": ""https://meduza.io""}"
node/4675016804,node,4675016804,Iekšlietu ministrija,56.9831611,24.1574967,government,,,,,,,osm_overpass,"{""government"": ""ministry"", ""name"": ""Iekšlietu ministrija"", ""name:en"": ""Ministry of Interior"", ""name:lv"": ""Iekšlietu ministrija"", ""name:ru"": ""Министерства внутренних дел"", ""office"": ""government"", ""opening_hours"": ""Mo-Fr 08:00-16:30""}"
node/4678884090,node,4678884090,Intelligence Media,56.9499629,24.1225805,advertising_agency,,,,Elizabetes iela,85A,Rīga,osm_overpass,"{""addr:city"": ""Rīga"", ""addr:country"": ""LV"", ""addr:housenumber"": ""85A"", ""addr:postcode"": ""LV-1050"", ""addr:street"": ""Elizabetes iela"", ""name"": ""Intelligence Media"", ""office"": ""advertising_agency"", ""ref:LV:addr"": ""102610767""}"
node/4678884091,node,4678884091,Latio,56.9585041,24.1069377,estate_agent,,,,Elizabetes iela,21A,Rīga,osm_overpass,"{""addr:city"": ""Rīga"", ""addr:country"": ""LV"", ""addr:housenumber"": ""21A"", ""addr:postcode"": ""LV-1010"", ""addr:street"": ""Elizabetes iela"", ""name"": ""Latio"", ""office"": ""estate_agent"", ""ref:LV:addr"": ""101131084""}"
node/4690718832,node,4690718832,Big Party,56.9645187,24.127058,yes,,SIA Big Party,,Krišjāņa Valdemāra iela,99,Rīga,osm_overpass,"{""addr:city"": ""Rīga"", ""addr:country"": ""LV"", ""addr:housenumber"": ""99"", ""addr:postcode"": ""LV-1013"", ""addr:street"": ""Krišjāņa Valdemāra iela"", ""email"": ""anastasija@bigparty.lv"", ""name"": ""Big Party"", ""office"": ""yes"", ""opening_hours"": ""Mo-Su 11:00-19:00"", ""operator"": ""SIA Big Party"", ""phone"": ""+371 28807505"", ""ref:LV:addr"": ""101132535"", ""website"": ""https://www.bigparty.lv/lv.html""}"
node/4692703900,node,4692703900,Pielipa,56.9565491,24.1556412,advertising_agency,,,,Jāņa Asara iela,15,Rīga,osm_overpass,"{""addr:city"": ""Rīga"", ""addr:country"": ""LV"", ""addr:housenumber"": ""15"", ""addr:postcode"": ""LV-1009"", ""addr:street"": ""Jāņa Asara iela"", ""name"": ""Pielipa"", ""office"": ""advertising_agency"", ""opening_hours"": ""Mo-Fr 10:00-18:00"", ""ref:LV:addr"": ""101899775"", ""website"": ""https://pielipa.lv/""}"
node/4701913390,node,4701913390,Stenders,56.9270106,24.1060981,company,,,,Mūkusalas iela,63,Rīga,osm_overpass,"{""addr:city"": ""Rīga"", ""addr:country"": ""LV"", ""addr:housenumber"": ""63"", ""addr:postcode"": ""LV-1004"", ""addr:street"": ""Mūkusalas iela"", ""email"": ""shop@stenders.lv"", ""name"": ""Stenders"", ""office"": ""company"", ""phone"": ""+371 67217212"", ""ref:LV:addr"": ""101955354"", ""website"": ""https://www.stenders-cosmetics.com""}"
node/4707876699,node,4707876699,DzĪKS „Lielupe-21“,56.9667424,24.0566467,association,,,,Dzirciema iela,87,Rīga,osm_overpass,"{""addr:city"": ""Rīga"", ""addr:country"": ""LV"", ""addr:door"": ""5"", ""addr:housenumber"": ""87"", ""addr:postcode"": ""LV-1055"", ""addr:street"": ""Dzirciema iela"", ""name"": ""DzĪKS „Lielupe-21“"", ""office"": ""association"", ""opening_hours"": ""Mo 15:00-19:00; Th 09:00-13:00"", ""phone"": ""+371 67468785"", ""ref:LV:addr"": ""101880563""}"
node/4721886087,node,4721886087,Latvijas Riteņbraucēju apvienība,56.9445474,24.1399498,association,,,,Jēkabpils iela,19A,Rīga,osm_overpass,"{""addr:city"": ""Rīga"", ""addr:country"": ""LV"", ""addr:housenumber"": ""19A"", ""addr:postcode"": ""LV-1003"", ""addr:street"": ""Jēkabpils iela"", ""description"": ""Latvijas Riteņbraucēju apvienība ir biedrība, kuras mērķis ir veicināt ikdienas un tūrisma riteņbraukšanu. Tā apvieno vairāk kā 40 nevalstiskās organizācijas."", ""email"": ""divritenis@divritenis.lv"", ""name"": ""Latvijas Riteņbraucēju apvienība"", ""office"": ""association"", ""ref:LV:addr"": ""101838218"", ""website"": ""www.divritenis.lv""}"
node/4723844099,node,4723844099,"SKH, SIA",56.9805211,24.1263567,company,,,,Sāremas iela,3,Rīga,osm_overpass,"{""addr:city"": ""Rīga"", ""addr:country"": ""LV"", ""addr:housenumber"": ""3"", ""addr:postcode"": ""LV-1005"", ""addr:street"": ""Sāremas iela"", ""description"": ""Celtniecības un remonta darbi"", ""name"": ""SKH, SIA"", ""office"": ""company"", ""phone"": ""+371 67 381856"", ""ref:LV:addr"": ""105870165"", ""website"": ""https://www.skh.lv/""}"
node/4725480999,node,4725480999,Eiro temīda,56.9569573,24.1372919,lawyer,,,,Aleksandra Čaka iela,83/85,Rīga,osm_overpass,"{""addr:city"": ""Rīga"", ""addr:country"": ""LV"", ""addr:housenumber"": ""83/85"", ""addr:postcode"": ""LV-1011"", ""addr:street"": ""Aleksandra Čaka iela"", ""description"": ""Zverināts juridiskās palīdzības birojs"", ""email"": ""valdiskrisbergs@gmail.com"", ""level"": ""3"", ""name"": ""Eiro temīda"", ""office"": ""lawyer"", ""phone"": ""+371 67270292"", ""ref:LV:addr"": ""101814576"", ""website"": ""www.temida.lv""}"
node/4725965319,node,4725965319,Ergo,56.9764325,24.1304213,insurance,,,Ergo,Skanstes iela,50,Rīga,osm_overpass,"{""addr:city"": ""Rīga"", ""addr:country"": ""LV"", ""addr:housenumber"": ""50"", ""addr:postcode"": ""LV-1013"", ""addr:street"": ""Skanstes iela"", ""brand"": ""Ergo"", ""brand:wikidata"": ""Q541909"", ""description"": ""Klientu apkalpošanas centrs Skanste"", ""name"": ""Ergo"", ""office"": ""insurance"", ""phone"": ""+371 67081963"", ""ref:LV:addr"": ""106226001"", ""website"": ""https://www.ergo.lv/""}"
node/4727835471,node,4727835471,Seesam Insurance,56.9537092,24.1021092,insurance,,,,Muitas iela,1,Rīga,osm_overpass,"{""addr:city"": ""Rīga"", ""addr:country"": ""LV"", ""addr:housenumber"": ""1"", ""addr:postcode"": ""LV-1010"", ""addr:street"": ""Muitas iela"", ""description"": ""Apdrošināšanas kompānija, klientu apkalpošanas centrs"", ""email"": ""seesam@seesam.lv"", ""name"": ""Seesam Insurance"", ""office"": ""insurance"", ""phone"": ""+371 670610 00"", ""ref:LV:addr"": ""101954988"", ""website"": ""https://www.seesam.lv/""}"
node/4736189861,node,4736189861,Watermelon,56.95353,24.0710849,advertising_agency,,,,Durbes iela,10,Rīga,osm_overpass,"{""addr:city"": ""Rīga"", ""addr:country"": ""LV"", ""addr:housenumber"": ""10"", ""addr:postcode"": ""LV-1007"", ""addr:street"": ""Durbes iela"", ""name"": ""Watermelon"", ""office"": ""advertising_agency"", ""phone"": ""+371 67465161"", ""ref:LV:addr"": ""101875231"", ""website"": ""https://www.watermelon.lv/""}"
node/4738403924,node,4738403924,Not Perfect | Y&R,56.9654747,24.1307662,advertising_agency,,,,Aristida Briāna iela,9A,Rīga,osm_overpass,"{""addr:city"": ""Rīga"", ""addr:country"": ""LV"", ""addr:housenumber"": ""9A"", ""addr:postcode"": ""LV-1001"", ""addr:street"": ""Aristida Briāna iela"", ""email"": ""riga@not-perfect.com"", ""name"": ""Not Perfect | Y&R"", ""office"": ""advertising_agency"", ""phone"": ""+371 67283016"", ""ref:LV:addr"": ""105832117"", ""website"": ""http://www.not-perfect.com""}"
