osm_key,osm_type,osm_id,name,latitude,longitude,shop,amenity,leisure,operator,brand,tags_json
node/1012015220,node,1012015220,Maxima X,56.9033413,24.0946661,supermarket,,,Maxima Latvija,Maxima,"{""addr:city"": ""Rīga"", ""addr:country"": ""LV"", ""addr:housenumber"": ""1"", ""addr:postcode"": ""LV-1058"", ""addr:street"": ""Dižozolu iela"", ""brand"": ""Maxima"", ""brand:wikidata"": ""Q1881222"", ""brand:wikipedia"": ""en:Maxima Group"", ""diet:halal"": ""yes"", ""diet:kosher"": ""yes"", ""name"": ""Maxima X"", ""opening_hours"": ""Mo-Su 08:00-22:00"", ""operator"": ""Maxima Latvija"", ""ref:LV:addr"": ""102014490"", ""shop"": ""supermarket"", ""website"": ""https://maxima.lv/"", ""wheelchair"": ""yes""}"
node/1020651314,node,1020651314,Rimi Super,56.9894863,24.2452083,supermarket,,,"SIA ""Rimi Latvia""",Rimi,"{""addr:city"": ""Rīga"", ""addr:country"": ""LV"", ""addr:housenumber"": ""2"", ""addr:postcode"": ""LV-1024"", ""addr:street"": ""Juglas krastmala"", ""brand"": ""Rimi"", ""brand:wikidata"": ""Q3741108"", ""check_date"": ""2026-04-09"", ""level"": ""0"", ""name"": ""Rimi Super"", ""opening_hours"": ""Mo-Fr 08:00-23:00; Sa-Su 08:00-22:00"", ""operator"": ""SIA \""Rimi Latvia\"""", ""payment:cash:machine"": ""no"", ""ref:LV:addr"": ""103060757"", ""shop"": ""supermarket"", ""website"": ""https://rimi.lv/""}"
node/1027883120,node,1027883120,Rimi Mini,56.9406884,24.0218062,supermarket,,,"SIA ""Rimi Latvia""",Rimi,"{""addr:city"": ""Rīga"", ""addr:country"": ""LV"", ""addr:housenumber"": ""45"", ""addr:postcode"": ""LV-1046"", ""addr:street"": ""Apuzes iela"", ""branch"": ""Mini"", ""brand"": ""Rimi"", ""brand:wikidata"": ""Q3741108"", ""brand:wikipedia"": ""en:Rimi Baltic"", ""name"": ""Rimi Mini"", ""opening_hours"": ""Mo-Su 08:00-22:00"", ""operator"": ""SIA \""Rimi Latvia\"""", ""ref:LV:addr"": ""105569286"", ""shop"": ""supermarket"", ""website"": ""https://rimi.lv/""}"
node/1050135692,node,1050135692,Maxima X,56.9381853,24.2023036,supermarket,,,Maxima Latvija,Maxima,"{""addr:city"": ""Rīga"", ""addr:country"": ""LV"", ""addr:floor"": ""1"", ""addr:housenumber"": ""21"", ""addr:postcode"": ""LV-1082"", ""addr:street"": ""Andreja Saharova iela"", ""brand"": ""Maxima"", ""brand:wikidata"": ""Q1881222"", ""brand:wikipedia"": ""en:Maxima Group"", ""check_date"": ""2025-02-19"", ""level"": ""0"", ""name"": ""Maxima X"", ""opening_hours"": ""08:00-22:00"", ""operator"": ""Maxima Latvija"", ""ref:LV:addr"": ""102636500"", ""shop"": ""supermarket"", ""website"": ""https://maxima.lv/""}"
node/1069282538,node,1069282538,Maxima X,56.9451247,24.1196131,supermarket,,,Maxima Latvija,Maxima,"{""addr:city"": ""Rīga"", ""addr:country"": ""LV"", ""addr:housenumber"": ""1"", ""addr:postcode"": ""LV-1050"", ""addr:street"": ""Pūpolu iela"", ""brand"": ""Maxima"", ""brand:wikidata"": ""Q1881222"", ""brand:wikipedia"": ""en:Maxima Group"", ""check_date"": ""2025-12-29"", ""name"": ""Maxima X"", ""opening_hours"": ""Mo-Su 07:00-23:00"", ""operator"": ""Maxima Latvija"", ""phone"": ""+371 8000 2020"", ""ref:LV:addr"": ""101972112"", ""shop"": ""supermarket"", ""website"": ""https://www.maxima.lv/"", ""wheelchair"": ""yes""}"
node/1107374947,node,1107374947,Top!,56.9057717,24.0563249,supermarket,,,SIA GAL,,"{""addr:city"": ""Mārupe"", ""addr:country"": ""LV"", ""addr:district"": ""Mārupes novads"", ""addr:housenumber"": ""27"", ""addr:postcode"": ""LV-2167"", ""addr:street"": ""Daugavas iela"", ""name"": ""Top!"", ""opening_hours"": ""8:00-22:00"", ""operator"": ""SIA GAL"", ""ref:LV:addr"": ""102657227"", ""shop"": ""supermarket"", ""website"": ""https://www.toppartika.lv/veikali/open/134""}"
node/1166899231,node,1166899231,Rimi Super,56.9545369,24.1209359,supermarket,,,"SIA ""Rimi Latvia""",Rimi,"{""addr:city"": ""Rīga"", ""addr:country"": ""LV"", ""addr:housenumber"": ""67"", ""addr:postcode"": ""LV-1011"", ""addr:street"": ""Dzirnavu iela"", ""brand"": ""Rimi"", ""brand:wikidata"": ""Q3741108"", ""check_date"": ""2024-07-31"", ""level"": ""0"", ""name"": ""Rimi Super"", ""opening_hours"": ""8:00-23:00"", ""operator"": ""SIA \""Rimi Latvia\"""", ""ref:LV:addr"": ""101110622"", ""shop"": ""supermarket"", ""website"": ""https://rimi.lv/"", ""wheelchair"": ""yes""}"
node/1176639324,node,1176639324,Mego,56.9621647,23.9998764,supermarket,,,,Mego,"{""addr:city"": ""Rīga"", ""addr:country"": ""LV"", ""addr:housenumber"": ""132"", ""addr:postcode"": ""LV-1069"", ""addr:street"": ""Kurzemes prospekts"", ""brand"": ""Mego"", ""brand:wikidata"": ""Q16363314"", ""brand:wikipedia"": ""lv:Mego"", ""check_date"": ""2025-08-06"", ""name"": ""Mego"", ""opening_hours"": ""Mo-Su 08:00-22:00"", ""ref:LV:addr"": ""101846748"", ""shop"": ""supermarket""}"
node/1188274352,node,1188274352,Rimi Hyper,56.9540003,24.0386742,supermarket,,,"SIA ""Rimi Latvia""",Rimi,"{""addr:city"": ""Rīga"", ""addr:country"": ""LV"", ""addr:housenumber"": ""1A"", ""addr:postcode"": ""LV-1067"", ""addr:street"": ""Kurzemes prospekts"", ""brand"": ""Rimi"", ""brand:wikidata"": ""Q3741108"", ""check_date"": ""2025-02-07"", ""contact:draugiem"": ""https://www.draugiem.lv/rimi/"", ""contact:facebook"": ""https://www.facebook.com/Rimi.Latvija/"", ""contact:instagram"": ""https://www.instagram.com/rimi.latvija/"", ""contact:tiktok"": ""https://www.tiktok.com/@rimi.latvija"", ""contact:twitter"": ""https://twitter.com/RimiLatvija"", ""email"": ""info.lv@rimibaltic.com"", ""name"": ""Rimi Hyper"", ""opening_hours"": ""Mo-Su 08:00-22:00"", ""operator"": ""SIA \""Rimi Latvia\"""", ""payment:cash:machine"": ""yes"", ""phone"": ""+371 270 54358"", ""ref:LV:addr"": ""101921716"", ""shop"": ""supermarket"", ""website"": ""https://rimi.lv/""}"
node/1195377187,node,1195377187,Rimi,56.9712661,24.1724707,supermarket,,,"SIA ""Rimi Latvia""",Rimi mini,"{""addr:city"": ""Rīga"", ""addr:country"": ""LV"", ""addr:housenumber"": ""21"", ""addr:postcode"": ""LV-1039"", ""addr:street"": ""Biķernieku iela"", ""brand"": ""Rimi mini"", ""brand:wikidata"": ""Q3741108"", ""brand:wikipedia"": ""en:Rimi Baltic"", ""check_date:opening_hours"": ""2021-03-08"", ""name"": ""Rimi"", ""opening_hours"": ""Mo-Su 08:00-22:00"", ""operator"": ""SIA \""Rimi Latvia\"""", ""ref:LV:addr"": ""101864766"", ""shop"": ""supermarket"", ""website"": ""https://rimi.lv/""}"
node/1203581752,node,1203581752,Maxima X,56.9808572,24.244918,supermarket,,,Maxima Latvija,Maxima,"{""addr:city"": ""Rīga"", ""addr:country"": ""LV"", ""addr:housenumber"": ""11"", ""addr:postcode"": ""LV-1024"", ""addr:street"": ""Kvēles iela"", ""brand"": ""Maxima"", ""brand:wikidata"": ""Q1881222"", ""brand:wikipedia"": ""en:Maxima Group"", ""check_date"": ""2024-09-11"", ""name"": ""Maxima X"", ""opening_hours"": ""Mo-Su 08:00-22:00"", ""operator"": ""Maxima Latvija"", ""ref:LV:addr"": ""101847243"", ""shop"": ""supermarket"", ""website"": ""https://maxima.lv/""}"
node/1214585497,node,1214585497,Mego,56.9782391,24.2508254,supermarket,,,Mego,Mego,"{""addr:city"": ""Rīga"", ""addr:country"": ""LV"", ""addr:housenumber"": ""50"", ""addr:postcode"": ""LV-1064"", ""addr:street"": ""Murjāņu iela"", ""brand"": ""Mego"", ""brand:wikidata"": ""Q16363314"", ""brand:wikipedia"": ""lv:Mego"", ""name"": ""Mego"", ""opening_hours"": ""Mo-Su 08:00-22:00"", ""operator"": ""Mego"", ""payment:american_express"": ""yes"", ""payment:cash"": ""yes"", ""payment:credit_cards"": ""yes"", ""payment:debit_cards"": ""yes"", ""payment:maestro"": ""yes"", ""payment:mastercard"": ""yes"", ""payment:visa"": ""yes"", ""payment:visa_electron"": ""yes"", ""ref:LV:addr"": ""101955965"", ""shop"": ""supermarket""}"
node/1275812054,node,1275812054,Beta,57.0283202,24.0485963,supermarket,,,,,"{""addr:city"": ""Rīga"", ""addr:country"": ""LV"", ""addr:housenumber"": ""21A"", ""addr:postcode"": ""LV-1016"", ""addr:street"": ""Gaigalas iela"", ""name"": ""Beta"", ""ref:LV:addr"": ""103356030"", ""shop"": ""supermarket""}"
node/1297837223,node,1297837223,Maxima X,56.9587911,24.1761617,supermarket,,,Maxima Latvija,Maxima,"{""addr:city"": ""Rīga"", ""addr:country"": ""LV"", ""addr:housenumber"": ""2A"", ""addr:postcode"": ""LV-1035"", ""addr:street"": ""Nīcgales iela"", ""brand"": ""Maxima"", ""brand:wikidata"": ""Q1881222"", ""brand:wikipedia"": ""en:Maxima Group"", ""check_date"": ""2025-05-08"", ""name"": ""Maxima X"", ""opening_hours"": ""08:00-22:00"", ""operator"": ""Maxima Latvija"", ""ref:LV:addr"": ""101956950"", ""shop"": ""supermarket"", ""website"": ""https://maxima.lv/""}"
node/1301373556,node,1301373556,Mego,56.9817845,24.1845106,supermarket,,,,Mego,"{""addr:city"": ""Rīga"", ""addr:country"": ""LV"", ""addr:housenumber"": ""72"", ""addr:postcode"": ""LV-1006"", ""addr:street"": ""Ropažu iela"", ""brand"": ""Mego"", ""brand:wikidata"": ""Q16363314"", ""brand:wikipedia"": ""lv:Mego"", ""check_date"": ""2026-03-06"", ""name"": ""Mego"", ""opening_hours"": ""Mo-Su 08:00-22:00"", ""ref:LV:addr"": ""106690297"", ""shop"": ""supermarket"", ""wheelchair"": ""yes""}"
node/1304886348,node,1304886348,Sky,56.987116,24.1317259,supermarket,,,"SIA ""RX tirdzniecība""",,"{""addr:city"": ""Rīga"", ""addr:country"": ""LV"", ""addr:housenumber"": ""19A"", ""addr:postcode"": ""LV-1005"", ""addr:street"": ""Duntes iela"", ""check_date"": ""2024-08-24"", ""email"": ""sky@sky.lv"", ""name"": ""Sky"", ""opening_hours"": ""Mo-Sa 09:00-22:00; Su 09:00-21:00"", ""operator"": ""SIA \""RX tirdzniecība\"""", ""phone"": ""+37129267272"", ""ref:LV:addr"": ""105282136"", ""shop"": ""supermarket"", ""website"": ""https://www.sky.lv/""}"
node/1410181168,node,1410181168,Maxima X,56.9052499,24.189178,supermarket,,,Maxima Latvija,Maxima,"{""addr:city"": ""Rīga"", ""addr:country"": ""LV"", ""addr:housenumber"": ""322A"", ""addr:postcode"": ""LV-1063"", ""addr:street"": ""Latgales iela"", ""brand"": ""Maxima"", ""brand:wikidata"": ""Q1881222"", ""brand:wikipedia"": ""en:Maxima Group"", ""check_date"": ""2022-11-20"", ""name"": ""Maxima X"", ""opening_hours"": ""Mo-Su 08:00-22:00"", ""operator"": ""Maxima Latvija"", ""ref:LV:addr"": ""101943508"", ""shop"": ""supermarket"", ""website"": ""https://maxima.lv/""}"
node/1422851875,node,1422851875,Elvi,56.9396161,24.291837,supermarket,,,,,"{""addr:city"": ""Ulbroka"", ""addr:country"": ""LV"", ""addr:district"": ""Ropažu novads"", ""addr:housenumber"": ""2"", ""addr:postcode"": ""LV-2130"", ""addr:street"": ""Peldu iela"", ""addr:subdistrict"": ""Stopiņu pagasts"", ""check_date"": ""2025-10-31"", ""name"": ""Elvi"", ""opening_hours"": ""Mo-Su 08:00-22:00"", ""ref:LV:addr"": ""101316496"", ""shop"": ""supermarket""}"
node/1523768193,node,1523768193,Rimi,56.9151242,24.1788696,supermarket,,,"SIA ""Rimi Latvia""",Rimi,"{""addr:city"": ""Rīga"", ""addr:country"": ""LV"", ""addr:housenumber"": ""2B"", ""addr:postcode"": ""LV-1057"", ""addr:street"": ""Prūšu iela"", ""brand"": ""Rimi"", ""brand:wikidata"": ""Q3741108"", ""brand:wikipedia"": ""en:Rimi Baltic"", ""check_date"": ""2025-02-22"", ""name"": ""Rimi"", ""operator"": ""SIA \""Rimi Latvia\"""", ""payment:cash:machine"": ""yes"", ""ref:LV:addr"": ""106232962"", ""shop"": ""supermarket"", ""website"": ""https://rimi.lv/""}"
node/1556438241,node,1556438241,Maxima X,56.985534,24.1712867,supermarket,,,Maxima Latvija,Maxima,"{""addr:city"": ""Rīga"", ""addr:country"": ""LV"", ""addr:floor"": ""1"", ""addr:housenumber"": ""25"", ""addr:postcode"": ""LV-1026"", ""addr:street"": ""Čiekurkalna 2. līnija"", ""brand"": ""Maxima"", ""brand:wikidata"": ""Q1881222"", ""brand:wikipedia"": ""en:Maxima Group"", ""check_date"": ""2026-02-17"", ""level"": ""0"", ""name"": ""Maxima X"", ""opening_hours"": ""Mo-Su 09:00-22:00"", ""operator"": ""Maxima Latvija"", ""payment:cash"": ""yes"", ""payment:credit_cards"": ""yes"", ""ref:LV:addr"": ""101828826"", ""shop"": ""supermarket"", ""website"": ""https://maxima.lv/""}"
node/1590253482,node,1590253482,Maxima X,56.966968,24.0522464,supermarket,,,Maxima Latvija,Maxima,"{""addr:city"": ""Rīga"", ""addr:country"": ""LV"", ""addr:housenumber"": ""27"", ""addr:postcode"": ""LV-1055"", ""addr:street"": ""Vecā Buļļu iela"", ""brand"": ""Maxima"", ""brand:wikidata"": ""Q1881222"", ""brand:wikipedia"": ""en:Maxima Group"", ""name"": ""Maxima X"", ""opening_hours"": ""Mo-Su 08:00-22:00"", ""operator"": ""Maxima Latvija"", ""ref:LV:addr"": ""101823087"", ""shop"": ""supermarket"", ""website"": ""https://maxima.lv/""}"
node/1642511782,node,1642511782,Maxima X,56.931752,24.1681021,supermarket,,,Maxima Latvija,Maxima,"{""addr:city"": ""Rīga"", ""addr:country"": ""LV"", ""addr:housenumber"": ""2"", ""addr:postcode"": ""LV-1019"", ""addr:street"": ""Rītupes iela"", ""brand"": ""Maxima"", ""brand:wikidata"": ""Q1881222"", ""brand:wikipedia"": ""en:Maxima Group"", ""name"": ""Maxima X"", ""opening_hours"": ""Mo-Su 08:00-22:00"", ""operator"": ""Maxima Latvija"", ""ref:LV:addr"": ""105095363"", ""shop"": ""supermarket""}"
node/1671602530,node,1671602530,Mego,56.911094,24.1936398,supermarket,,,,Mego,"{""addr:city"": ""Rīga"", ""addr:country"": ""LV"", ""addr:housenumber"": ""23A"", ""addr:postcode"": ""LV-1057"", ""addr:street"": ""Prūšu iela"", ""brand"": ""Mego"", ""brand:wikidata"": ""Q16363314"", ""brand:wikipedia"": ""lv:Mego"", ""diet:halal"": ""no"", ""diet:kosher"": ""no"", ""name"": ""Mego"", ""opening_hours"": ""Mo-Su 08:00-22:00"", ""ref:LV:addr"": ""101969790"", ""shop"": ""supermarket"", ""source"": ""local_knowledge"", ""wheelchair"": ""no""}"
node/1671602532,node,1671602532,Maxima XXX,56.9118027,24.1926528,supermarket,,,Maxima Latvija,Maxima,"{""addr:city"": ""Rīga"", ""addr:country"": ""LV"", ""addr:housenumber"": ""21"", ""addr:postcode"": ""LV-1057"", ""addr:street"": ""Prūšu iela"", ""brand"": ""Maxima"", ""brand:wikidata"": ""Q1881222"", ""brand:wikipedia"": ""en:Maxima Group"", ""name"": ""Maxima XXX"", ""operator"": ""Maxima Latvija"", ""ref:LV:addr"": ""101969725"", ""shop"": ""supermarket"", ""source"": ""local_knowledge""}"
node/1699921722,node,1699921722,Mego,57.0365726,24.0906288,supermarket,,,,Mego,"{""addr:city"": ""Rīga"", ""addr:country"": ""LV"", ""addr:housenumber"": ""42"", ""addr:postcode"": ""LV-1015"", ""addr:street"": ""Baltāsbaznīcas iela"", ""brand"": ""Mego"", ""brand:wikidata"": ""Q16363314"", ""brand:wikipedia"": ""lv:Mego"", ""check_date"": ""2025-05-19"", ""name"": ""Mego"", ""name:lv"": ""Mego"", ""name:ru"": ""Мего"", ""opening_hours"": ""Mo-Su 08:00-22:00"", ""ref:LV:addr"": ""101818936"", ""shop"": ""supermarket""}"
node/1702431299,node,1702431299,Rimi,56.9604235,24.0123571,supermarket,,,"SIA ""Rimi Latvia""",Rimi,"{""addr:city"": ""Rīga"", ""addr:country"": ""LV"", ""addr:housenumber"": ""40A"", ""addr:postcode"": ""LV-1069"", ""addr:street"": ""Anniņmuižas bulvāris"", ""alt_name"": ""Rimi Anniņmuiža"", ""brand"": ""Rimi"", ""brand:wikidata"": ""Q3741108"", ""brand:wikipedia"": ""en:Rimi Baltic"", ""name"": ""Rimi"", ""opening_hours"": ""Mo-Fr 07:00-23:00; Sa,Su 08:00-23:00"", ""operator"": ""SIA \""Rimi Latvia\"""", ""ref:LV:addr"": ""104419534"", ""shop"": ""supermarket"", ""website"": ""https://rimi.lv/""}"
node/1712003670,node,1712003670,Rimi Mini,57.0346922,24.0924643,supermarket,,,"SIA ""Rimi Latvia""",Rimi,"{""addr:city"": ""Rīga"", ""addr:country"": ""LV"", ""addr:housenumber"": ""4A"", ""addr:postcode"": ""LV-1015"", ""addr:street"": ""Kreimeņu iela"", ""brand"": ""Rimi"", ""brand:wikidata"": ""Q3741108"", ""brand:wikipedia"": ""en:Rimi Baltic"", ""check_date"": ""2025-05-19"", ""name"": ""Rimi Mini"", ""operator"": ""SIA \""Rimi Latvia\"""", ""ref:LV:addr"": ""105013258"", ""shop"": ""supermarket"", ""website"": ""https://rimi.lv/""}"
node/1715385423,node,1715385423,Rimi Super,57.031727,24.1092269,supermarket,,,"SIA ""Rimi Latvia""",Rimi,"{""addr:city"": ""Rīga"", ""addr:country"": ""LV"", ""addr:housenumber"": ""23"", ""addr:postcode"": ""LV-1015"", ""addr:street"": ""Augusta Dombrovska iela"", ""brand"": ""Rimi"", ""brand:wikidata"": ""Q3741108"", ""check_date"": ""2025-05-19"", ""contact:draugiem"": ""https://www.draugiem.lv/rimi/"", ""contact:facebook"": ""https://www.facebook.com/Rimi.Latvija/"", ""contact:instagram"": ""https://www.instagram.com/rimi.latvija/"", ""contact:tiktok"": ""https://www.tiktok.com/@rimi.latvija"", ""contact:twitter"": ""https://twitter.com/RimiLatvija"", ""email"": ""info.lv@rimibaltic.com"", ""name"": ""Rimi Super"", ""opening_hours"": ""Mo-Su 08:00-23:00"", ""operator"": ""SIA \""Rimi Latvia\"""", ""payment:cash:machine"": ""yes"", ""phone"": ""+371 295 65412"", ""ref:LV:addr"": ""101817524"", ""shop"": ""supermarket"", ""website"": ""https://rimi.lv/""}"
node/1716486869,node,1716486869,Maxima X,57.0362282,24.0979253,supermarket,,,Maxima Latvija,Maxima,"{""addr:city"": ""Rīga"", ""addr:country"": ""LV"", ""addr:housenumber"": ""74"", ""addr:postcode"": ""LV-1015"", ""addr:street"": ""Augusta Dombrovska iela"", ""brand"": ""Maxima"", ""brand:wikidata"": ""Q1881222"", ""brand:wikipedia"": ""en:Maxima Group"", ""check_date"": ""2025-05-19"", ""name"": ""Maxima X"", ""operator"": ""Maxima Latvija"", ""ref:LV:addr"": ""101858014"", ""shop"": ""supermarket"", ""website"": ""https://maxima.lv/""}"
node/1719524397,node,1719524397,Rimi,56.9746322,24.1367285,supermarket,,,"SIA ""Rimi Latvia""",Rimi,"{""addr:city"": ""Rīga"", ""addr:country"": ""LV"", ""addr:floor"": ""1"", ""addr:housenumber"": ""112"", ""addr:postcode"": ""LV-1013"", ""addr:street"": ""Krišjāņa Valdemāra iela"", ""brand"": ""Rimi"", ""brand:wikidata"": ""Q7334456"", ""check_date"": ""2025-07-23"", ""level"": ""0"", ""name"": ""Rimi"", ""opening_hours"": ""Mo-Su 08:00-23:00"", ""operator"": ""SIA \""Rimi Latvia\"""", ""payment:cash"": ""yes"", ""payment:credit_cards"": ""yes"", ""ref:LV:addr"": ""101133498"", ""shop"": ""supermarket"", ""website"": ""https://rimi.lv/""}"
node/1731283698,node,1731283698,Maxima X,56.9498377,24.0538476,supermarket,,,Maxima Latvija,Maxima,"{""addr:city"": ""Rīga"", ""addr:country"": ""LV"", ""addr:floor"": ""G"", ""addr:housenumber"": ""1B"", ""addr:postcode"": ""LV-1083"", ""addr:street"": ""Dzirciema iela"", ""air_conditioning"": ""yes"", ""brand"": ""Maxima"", ""brand:wikidata"": ""Q1881222"", ""brand:wikipedia"": ""en:Maxima Group"", ""check_date"": ""2024-11-22"", ""currency:EUR"": ""yes"", ""internet_access"": ""no"", ""level"": ""0"", ""name"": ""Maxima X"", ""opening_hours"": ""Mo-Fr 08:00-22:00; Sa,Su 09:00-22:00"", ""operator"": ""Maxima Latvija"", ""payment:cash"": ""yes"", ""payment:credit_cards"": ""yes"", ""payment:mastercard"": ""yes"", ""payment:visa"": ""yes"", ""phone"": ""8 000 2020"", ""ref:LV:addr"": ""105105024"", ""shop"": ""supermarket"", ""source"": ""survey;local knowledge"", ""stroller"": ""yes"", ""toilets"": ""no"", ""toilets:wheelchair"": ""no"", ""website"": ""https://maxima.lv/"", ""wheelchair"": ""yes""}"
node/1732338202,node,1732338202,top!,56.9575503,24.0702753,supermarket,,,,,"{""addr:city"": ""Rīga"", ""addr:country"": ""LV"", ""addr:housenumber"": ""72"", ""addr:postcode"": ""LV-1007"", ""addr:street"": ""Daugavgrīvas iela"", ""check_date:opening_hours"": ""2026-02-26"", ""name"": ""top!"", ""opening_hours"": ""Mo-Su 08:00-22:00"", ""ref:LV:addr"": ""101875465"", ""shop"": ""supermarket""}"
node/1793472817,node,1793472817,Rimi,56.9569548,24.2541339,supermarket,,,"SIA ""Rimi Latvia""",Rimi,"{""addr:city"": ""Rīga"", ""addr:country"": ""LV"", ""addr:housenumber"": ""160"", ""addr:postcode"": ""LV-2130"", ""addr:street"": ""Biķernieku iela"", ""brand"": ""Rimi"", ""brand:wikidata"": ""Q3741108"", ""brand:wikipedia"": ""en:Rimi Baltic"", ""check_date"": ""2026-03-13"", ""name"": ""Rimi"", ""opening_hours"": ""Mo-Su 08:00-22:00"", ""operator"": ""SIA \""Rimi Latvia\"""", ""payment:cash"": ""yes"", ""payment:cash:machine"": ""yes"", ""payment:credit_cards"": ""yes"", ""payment:debit_cards"": ""yes"", ""phone"": ""67076270;67048751"", ""ref:LV:addr"": ""106308304"", ""shop"": ""supermarket"", ""website"": ""https://rimi.lv/"", ""wheelchair"": ""yes""}"
node/1808499444,node,1808499444,Mego,56.9468099,24.1971682,supermarket,,,,Mego,"{""addr:city"": ""Rīga"", ""addr:country"": ""LV"", ""addr:housenumber"": ""120"", ""addr:postcode"": ""LV-1082"", ""addr:street"": ""Augusta Deglava iela"", ""brand"": ""Mego"", ""brand:wikidata"": ""Q16363314"", ""brand:wikipedia"": ""lv:Mego"", ""check_date"": ""2025-04-13"", ""name"": ""Mego"", ""opening_hours"": ""Mo-Su 08:00-22:00"", ""ref:LV:addr"": ""101114662"", ""shop"": ""supermarket""}"
node/1835373373,node,1835373373,Rimi,56.9477957,24.1128927,supermarket,,,"SIA ""Rimi Latvia""",Rimi,"{""addr:city"": ""Rīga"", ""addr:country"": ""LV"", ""addr:floor"": ""1"", ""addr:housenumber"": ""16"", ""addr:postcode"": ""LV-1050"", ""addr:street"": ""Audēju iela"", ""brand"": ""Rimi"", ""brand:wikidata"": ""Q3741108"", ""brand:wikipedia"": ""en:Rimi Baltic"", ""check_date"": ""2022-06-25"", ""level"": ""0"", ""name"": ""Rimi"", ""opening_hours"": ""08:00-22:00"", ""operator"": ""SIA \""Rimi Latvia\"""", ""ref:LV:addr"": ""101816877"", ""shop"": ""supermarket"", ""website"": ""https://rimi.lv/""}"
node/1912244906,node,1912244906,Maxima X,56.9788367,24.1858749,supermarket,,,Maxima Latvija,Maxima,"{""addr:city"": ""Rīga"", ""addr:country"": ""LV"", ""addr:housenumber"": ""310"", ""addr:postcode"": ""LV-1006"", ""addr:street"": ""Brīvības gatve"", ""brand"": ""Maxima"", ""brand:wikidata"": ""Q1881222"", ""brand:wikipedia"": ""en:Maxima Group"", ""check_date"": ""2026-04-14"", ""name"": ""Maxima X"", ""opening_hours"": ""08:00-22:00"", ""operator"": ""Maxima Latvija"", ""payment:cash"": ""yes"", ""payment:credit_cards"": ""yes"", ""ref:LV:addr"": ""101128703"", ""shop"": ""supermarket"", ""website"": ""https://maxima.lv/"", ""wheelchair"": ""yes""}"
node/1920406905,node,1920406905,Maxima X,56.9408819,24.0403373,supermarket,,,Maxima Latvija,Maxima,"{""addr:city"": ""Rīga"", ""addr:country"": ""LV"", ""addr:housenumber"": ""1 k-4"", ""addr:postcode"": ""LV-1046"", ""addr:street"": ""Stendes iela"", ""brand"": ""Maxima"", ""brand:wikidata"": ""Q1881222"", ""brand:wikipedia"": ""en:Maxima Group"", ""name"": ""Maxima X"", ""opening_hours"": ""Mo-Su 08:00-22:00"", ""operator"": ""Maxima Latvija"", ""ref:LV:addr"": ""101998467"", ""shop"": ""supermarket"", ""wheelchair"": ""no""}"
node/1960114782,node,1960114782,Mego,56.9553949,24.0522937,supermarket,,,,Mego,"{""addr:city"": ""Rīga"", ""addr:country"": ""LV"", ""addr:housenumber"": ""31A"", ""addr:postcode"": ""LV-1083"", ""addr:street"": ""Dzirciema iela"", ""brand"": ""Mego"", ""brand:wikidata"": ""Q16363314"", ""brand:wikipedia"": ""lv:Mego"", ""check_date"": ""2024-08-13"", ""name"": ""Mego"", ""opening_hours"": ""08:00-24:00"", ""ref:LV:addr"": ""102610654"", ""shop"": ""supermarket""}"
node/1977666414,node,1977666414,Maxima X,56.9692337,24.0585206,supermarket,,,Maxima Latvija,Maxima,"{""addr:city"": ""Rīga"", ""addr:country"": ""LV"", ""addr:housenumber"": ""30A"", ""addr:postcode"": ""LV-1055"", ""addr:street"": ""Lidoņu iela"", ""brand"": ""Maxima"", ""brand:wikidata"": ""Q1881222"", ""brand:wikipedia"": ""en:Maxima Group"", ""check_date"": ""2024-02-11"", ""name"": ""Maxima X"", ""opening_hours"": ""Mo-Su 08:00-22:00"", ""operator"": ""Maxima Latvija"", ""ref:LV:addr"": ""106559350"", ""shop"": ""supermarket"", ""website"": ""https://maxima.lv/"", ""wheelchair"": ""yes""}"
node/2015773263,node,2015773263,Rimi,56.9500025,24.0821361,supermarket,,,"SIA ""Rimi Latvia""",Rimi,"{""addr:city"": ""Rīga"", ""addr:country"": ""LV"", ""addr:floor"": ""1"", ""addr:housenumber"": ""5"", ""addr:postcode"": ""LV-1048"", ""addr:street"": ""Āzenes iela"", ""brand"": ""Rimi"", ""brand:wikidata"": ""Q7334456"", ""check_date"": ""2025-08-21"", ""level"": ""0"", ""name"": ""Rimi"", ""opening_hours"": ""09:00-22:00"", ""operator"": ""SIA \""Rimi Latvia\"""", ""payment:cash:machine"": ""yes"", ""ref:LV:addr"": ""103646941"", ""shop"": ""supermarket"", ""website"": ""https://rimi.lv/"", ""wheelchair"": ""yes""}"
node/2160289942,node,2160289942,Mego,56.9148682,24.1777271,supermarket,,,,Mego,"{""addr:city"": ""Rīga"", ""addr:country"": ""LV"", ""addr:housenumber"": ""2"", ""addr:postcode"": ""LV-1057"", ""addr:street"": ""Prūšu iela"", ""brand"": ""Mego"", ""brand:wikidata"": ""Q16363314"", ""brand:wikipedia"": ""lv:Mego"", ""check_date"": ""2025-02-22"", ""name"": ""Mego"", ""opening_hours"": ""Mo-Su 08:00-24:00"", ""ref:LV:addr"": ""101969700"", ""shop"": ""supermarket""}"
